27	MATOUŠEK, O.; HALÍK, T., aj. <i>Práce s rizikovou mládeží: projekt LATA a další alternativy věznění mládeže.</i> Praha:Portál, 1996. 87 s. ISBN 80-7178-064-2.
28	LUDVÍKOVÁ, L. <i>Vzdělávání hluchoslepých. I.</i> Praha:Scientia, 2000. 74 s. ISBN 80-7183-225-1.
29	PRŮCHA, J. <i>Moderní pedagogika.</i> Praha: Portál, 2002.481 s. ISBN 80-7178-631-4.
30	JESENSKÝ, J. <i>Přehled systémů komprehenzivní tyflopedie.Díl I.</i> Hradec Králové: Gaudeamus, 2002. 60 s. ISBN 80-7041-329-8.
31	PRŮCHA, J. <i>Učebnice: teorie a analýzy edukačního média: příručka pro studenty, učitele, autory učebnic a výzkumnépracovníky.</i> Brno: Paido, 1998. 148 s. ISBN 80-85931-49-4.
32	JEŽKOVÁ, V. <i>Vzdělávací systémy v zahraničí.</i> Praha:Karolinum, 1996. 142 s. ISBN 80-7184-078-5.
33	KEBLOVÁ, A. <i>Kompenzační pomůcky pro zrakově postižené žáky základní školy.</i> Praha: Septima, 1995. 20 s. ISBN 80-85801-62-0.
34	SOURALOVÁ, E. <i>Vzdělávání hluchoslepých. 2.</i> Praha:Scientia, 2000. 78 s. ISBN 80-7183-226-X.
35	LUDÍKOVÁ, L. <i>Vzdělávání hluchoslepých. 3.</i> Praha:Scientia, 2001. 78 s. ISBN 80-7183-256-1.
36	REKTOR, I.; REKTOROVÁ, I. <i>Centrální poruchy hybnosti vpraxi.</i> Praha: Triton, 2003. 196 s. ISBN 80-7254-418-7.
37	BĚLOHRADSKÝ, V. <i>Přirozený svět jako politický problém.</i> 1. vyd. Praha: Československý spisovatel, 1991. 230 s.ISBN 80-202-0279-X.
38	SVOBODOVÁ, J. <i>Metodika rozvoje grafomotoriky a počátečního psaní.</i> 4. vyd. Praha: Institut pedagogicko -psychologického poradenství ČR, 2001. 34 s., [6] s. příl. :tab.
39	MORAVCOVÁ, D. <i>Zraková terapie slabozrakých a pacientů s nízkým vizem.</i> 1. vyd. Praha: Triton, 2004. 203 s., [10]s. příl.: obr., tab., grafy. ISBN 80-7254-476-4.
40	VACHULOVÁ, J.; VACHULE, R. <i>Hry pro těžce zrakově postižené děti.</i> Praha: ÚV SI v ČSR, 1987. 252 s.
41	KOŠČ, L. <i>Psychologie postiženého dítěte a jeho výchova.</i> Praha: Státní pedagogické nakladatelství, 1982. 96s.
42	DUNOVSKÝ, J. a kol. <i>Týrané, zneužívané a zanedbávané dítě.</i> Praha: Grada, 1995. 248 s. : 8 obr. ISBN 80-7169-192-5.
43	<i>Výchova - téma k promyšlení.</i> Praha: Univerzita Karlova v Praze. Pedagogická fakulta, 2004. 82 s. : fot. ISBN 80-7290-178-8.
44	SPILKOVÁ, V. <i>Proměny primární školy a vzdělávání učitelův historicko-srovnávací perspektivě.</i> Praha: Univerzita Karlova v Praze. Pedagogická fakulta, 1997. 121 s. : tab. ISBN 80-86039-41-2.
45	DVOŘÁČEK, J. <i>Základy pedagogiky pro učitele avychovatele.</i> Praha: Univerzita Karlova v Praze. Pedagogická fakulta, 2004. 144 s. : tab. ISBN 80-7290-159-1.
46	ZENKL, L. <i>ABC hudební nauky.</i> Praha: Editio Supraphon,1988. 197 s. : obr.
47	ZENKL, L. <i>ABC hudebních forem.</i> Praha: Editio Praga,1999. 256 s. : not. zázn. ISBN 80-7058-472-6.
48	SLAVÍK, J.; WAWROSZ, P. <i>Umění zážitku, zážitek umění [teorie a praxe artifiletiky, 2. díl].</i> Praha: UniverzitaKarlova v Praze. Pedagogická fakulta, 2004. 303 s. : tab., obr.ISBN 80-7290-130-3.
49	KRAHULCOVÁ, B., aj. <i>Postižený člověk v procesu senescence.</i> Praha: Univerzita Karlova v Praze. Pedagogická fakulta, 2002. 107 s. : schema. ISBN 80-7290-094-3.
50	VÁŇOVÁ, M. <i>Teoretické a metodologické otázky srovnávací pedagogiky.</i> Praha: Univerzita Karlova v Praze. Pedagogická fakulta, 1998. 91 s. ISBN 80-86039-51-X.
51	WALTEROVÁ, E. <i>Kurikulum : proměny a trendy v mezinárodní perspektivě.</i> Brno: Masarykova univerzita, 1994, 185 s. : 4příl. ISBN 80-210-0846-6.
52	HAVLÍK, R.; KOŤA, J. <i>Sociologie výchovy a školy.</i> 1.vyd. Praha: Portál, 2002. 184 s. ISBN 80-7178-635-7.
53	KVĚTOŇOVÁ-ŠVECOVÁ, L. <i>Oftalmopedie.</i> 2. doplněné vyd.Brno: Paido, 2000. 70 s. ISBN 80-85931-84-2.
54	ŘEZNÍČEK, J. <i>Didaktika a učitelská etika v praxi.</i>Praha: Univerzita Karlova v Praze. Pedagogická fakulta, 2004. 28 s.ISBN 80-7290-149-4.
55	MICHALOVÁ, Z. <i>Specifické poruchy učení a chování.</i>Praha: Univerzita Karlova v Praze. Pedagogická fakulta, 2003. 46 s.ISBN 80-7290-115-X.
56	PŘÍVRATSKÝ, V. <i>Biologie člověka pro učitele a vychovatele.</i> Praha: Univerzita Karlova v Praze. Pedagogická fakulta, 2004. 76 s. ISBN 80-7290-182-6.
57	SÝKORA, V.; JANČAŘÍK, A. <i>Studentská vědecká konference 2004.</i> Praha: Univerzita Karlova v Praze. Pedagogická fakulta,2004. 369 s. : tab., grafy. ISBN 80-7290-183-4.
58	KREJČÍŘOVÁ, O., aj. <i>Problematika zaměstnávání občanů se zdravotním postižením : studijní texty.</i> Praha: Rytmus, 2005. 87s. ISBN 80-903598-1-7.
59	ŠIFNER, F. <i>Jak psát odbornou práci a diplomovou práci zvláště.</i> Praha: Univerzita Karlova v Praze. Pedagogická fakulta, 2004. 18 s. ISBN 80-7290-167-2.
60	KVĚTOŇOVÁ-ŠVECOVÁ, L. (ed.) <i>Edukace dětí se speciálními potřebami v raném a předškolním věku.</i> Brno : Paido, 2004. 126 s.: tab. ISBN 80-7315-063-8.
61	NEUBAUER, K. <i>Logopedie : Učební text pro bakalářské studium speciální pedagogiky.</i> Hradec Králové : Gaudeamus, 2001.81 s. ISBN 80-7041-098-1.
62	HÁJKOVÁ, V. <i>Integrativní pedagogika.</i> Praha : Institut pedagogicko - psychologického poradenství ČR, 2005. 124 s. : tab.ISBN 80-86856-05-4.
63	ŠIŠKA, J. <i>Mimořádná dospělost : Edukace člověka s mentálním postižením v období dospělosti.</i> Praha : Karolinum,2005. 100 s. ISBN 80-246-0992-4.
64	DVOŘÁKOVÁ, H.; MICHALOVÁ, Z. <i>Využití psychomotoriky ve škole.</i> Praha : Univerzita Karlova v Praze. Pedagogická fakulta,2004. 78 s. ISBN 80-7290-157-5.
65	HADJ MOUSSOVÁ, Z., aj. <i>Intervence.</i> Praha : Univerzita Karlova v Praze. Pedagogická fakulta, 2004. 249 s. : 15 obr. : 4tab. ISBN 80-7290-146-X.
66	PETŘÍČEK, M. <i>Úvod do (současné) filosofie.</i> Praha :Herrmann &amp; synové, 1997. 178 s.
67	MATĚJČEK, Z., aj. <i>Náhradní rodinná péče : Průvodce pro odborníky, osvojitele a pěstouny.</i> Praha : Portál, 1999. 184 s.: tab. ISBN 80-7178-304-8.
68	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2005, roč. 15, č. 1-4. s. 1-348. ISSN 1211-2720.
69	DOMAN, G. <i>Jak pečovat o vaše postižené dítě.</i> Olomouc: Votobia, 1997. 306 s. ISBN 80-7198-390-X.
70	KLÍMA, P.; KLÍMA, J. <i>Základy etopedie : Uvedení do etopedie, nárys vývoje a organizace péče.</i> 2. vyd. Praha : SPN,1984. 124 s.
71	KRATOCHVÍL, Z. <i>Mýtus, filosofie, věda I. a II. :filosofie mezi Homérem a Descartem.</i> Praha : Hrnčířství a nakladatelství Michal Jůza &amp; Eva Jůzová, 1993. 314 s. ISBN 80-7111-007-8.
72	DITTRICH, P. <i>Pedagogicko - psychologická diagnostika.</i>2. upr. vyd. Jinočany : Nakladatelství a vydavatelství H&amp;ampH,1993. 121 s. ISBN 80-85467-06-2.
73	KOUKOLÍK, F. <i>Lidský mozek : funkční systémy : normy a poruchy.</i> 2. aktual. a rozš. vyd. Praha : Portál, 2002. 456 s. :il. ISBN 80-7178-632-2.
74	VOHRADNÍK, M. <i>Poruchy řečové komunikace u velofaryngeální insuficience.</i> Dolní Břežany : Scriptorium, 2001. 136 s. : 24obr. ISBN 80-86197-24-7.
75	GABURA, J.; PRUŽINSKÁ, J. <i>Poradenský proces.</i> 1. vyd.Praha : Sociologické nakladatelství, 1995. 147 s. ISBN 80-85850-10-9.
76	TROJAN, S., aj. <i>Fyziologie a léčebná rehabilitace motoriky člověka.</i> 2. přepr. a rozš. vyd. Praha : Grada, 2001.228 s.
77	LUDÍKOVÁ, L., aj. <i>Kombinované vady.</i> Olomouc :Univerzita Palackého v Olomouci, 2005. 140 s. ISBN 80-244-1154-7.
78	RENOTIÉROVÁ, M.; LUDÍKOVÁ, L., aj. <i>Speciální pedagogika.</i> 3. vyd. Olomouc: UP v Olomouci, 2005. 314 s. ISBN 80-244-1073-7.
79	ŠKODOVÁ, E.; JEDLIČKA, I. <i>Klinická logopedie.</i> Praha :Portál, 2003. 616 s. ISBN 80-7178-546-6.
80	VALENTA, M.; MÜLLER, O. <i>Psychopedie.</i> 2. vyd. Praha :Parta, 2004. 443 s. ISBN 80-7320-063-5
81	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2003, roč. 13, č. 1-4. s. 1-366. ISSN 1211-2720.
82	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2004, roč. 14, č. 1-4. s. 1-344. ISSN 1211-2720.
83	HŘÍBKOVÁ, L. <i>Nadání a nadaní.</i> Praha: Univerzita Karlova v Praze, Pedagogická fakulta, 2005. 209 s. ISBN 80-7290-213-X.
84	MATĚJČEK, Z. <i>Praxe dětského psychologického poradenství.</i> 1. vyd. Praha: Státní pedagogické nakladatelství,1991. 336 s. ISBN 80-04-24526-9.
85	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2006, roč. 16, č. 1-4, s. 1-307. ISSN 1211-2720.
86	OPATŘILOVÁ, D. <i>Metody práce u jedinců s těžkým postiženíma více vadami.</i> Brno : Masarykova univerzita v Brně, Pedagogická fakulta, 2005. 146 s. ISBN 80-210-3819-5.
87	OPATŘILOVÁ, D. <i>Pedagogicko-psychologické poradenství a intervence v raném a předškolním věku u dětí se speciálními vzdělávacími potřebami.</i> Brno : Masarykova univerzita v Brně,Pedagogická fakulta, 2006. 292 s. ISBN 80-210-3977-9.
88	BAKALÁŘ, E. <i>Nové psychohry : Společenské hry pro všestranný rozvoj osobnosti.</i> Praha: Portál, 1998, s. 91-102,180-188. ISBN 80-7178-235-1.
89	BAKALÁŘ, E. <i>Psychohry 2.</i> Praha: Vyšehrad, 1995, s.71-86. ISBN 80-7021-139-3.
90	NOVOTNÁ, L. Domácí vzdělávání jako forma vzdělávání nadaných"Underachievers". In <i>Aktuální problémy pedagogiky ve výzkumech studentů doktorských studijních programů I.</i> Olomouc : Votobia,2003, s. 37-43.
91	VONDRÁKOVÁ, E. Péče o nadané děti jako znak dobré školy (1.část). In <i>Učitelské listy,</i> 2001/2002, č. 3, s. 7-9. ISSN 1210-6313.
92	VONDRÁKOVÁ, E. Péče o nadané děti jako znak dobré školy (2.část). In <i>Učitelské listy,</i> 2001/2002, č. 4, s. 6-7. ISSN 1210-6313.
93	HŘÍBKOVÁ, L. Modely k identifikaci nadání a edukace nadaných. In <i>Speciální pedagogika,</i> 1994/95, roč. 5, č. 3, s.1-11. ISSN 0862-1632.
94	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2007, roč. 17, č. 1-4, s. 1-298. ISSN 1211-2720.
95	SVOBODA, M.; KREJČÍŘOVÁ, D.; VÁGNEROVÁ, M.<i>Psychodiagnostika dětí a dospívajících.</i> Praha: Portál, 2001.792 s. ISBN 80-7178-545-8.
96	LAZNIBATOVÁ, J. <i>Nadané dieťa.</i> Bratislava : IRIS,2001. 394 s. ISBN 80-88778-32-8.
97	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2001, roč. 11, č. 1-5, s. 1-350. ISSN 1211-2720.
98	OLŠOVSKÝ, J. <i>Slovník filosofických pojmů současnosti.</i>2. rozš. vyd. Praha : Academia, 2005. 261 s. ISBN 80-200-1266-4.
99	SOVÁK, M. <i>Nárys speciální pedagogiky.</i> 6. vyd. Praha :SPN, 1986. 232 s.
100	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2002, roč. 12, č. 1-4, s. 1-320. ISSN 1211-2720.
101	JONAS, H. <i>Princip odpovědnosti : Pokus o etiku pro technologickou civilizaci.</i> Praha : OIKOYMENH, 1997. 318 s. ISBN 80-86005-06-2.
102	KOLUCHOVÁ, J.; MORÁVEK, S. <i>Psychologická diagnostika dětí a mládeže.</i> 1. vyd. Olomouc : Rektorát UP v Olomouci, 1990.175 s.
103	PETERKA, J. <i>Teorie literatury pro učitele.</i> Praha :Univerzita Karlova v Praze, Pedagogická fakulta, 2001. 287 s. ISBN 80-7290-045-5.
104	MÜLLER, O. <i>Terapie ve speciální pedagogice : teorie a metodika.</i> 1. vyd. Olomouc : Univerzita Palackého v Olomouci,2005. 295 s. ISBN 80-244-1075-3.
105	GABRIEL, V. <i>Obrázky ze školství českého a rakouského z XVIII. a XIX. století.</i> Praha : Spolek pro vydávání laciných knih českých, 1891. 149 s. : tab.
106	PALKOVÁ, Z. <i>Fonetika a fonologie češtiny s obecným úvodem do problematiky oboru.</i> Praha : Karolinum, 1997. 362 s.ISBN 80-7066-843-1.
107	HRBÁČEK, J. aj. <i>Mluvnické rozbory a cvičení v češtině.</i> Praha : Karolinum, 1994. 115 s. ISBN 80-7066-884-9.
108	VACHEK, J. aj. <i>Prolegomena k dějinám Pražské školy jazykovědné.</i> Jinočany : H a H, 1999. 131 s. ISBN 80-86022-12-9.
109	HROMADOVÁ, P.; KVĚTOŇOVÁ, L.; NOVÁKOVÁ, Z. <i>Oftalmopedie: Texty k distančnímu vzdělávání.</i> 2. vyd. Brno : Paido, 2007.125 s. ISBN 978-80-7315-159-1.
110	VAŠUTOVÁ, J. <i>Být učitelem : Co by měl učitel vědět o své profesi.</i> 2. přepr. vyd. Praha : Univerzita Karlova v Praze,Pedagogická fakulta, 2007. 77 s. ISBN 978-80-7290-325-2.
111	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2008, roč. 18, č. 1-4, s. 1-356. ISSN 1211-2720.
112	KVĚTOŇOVÁ, L. (ed.) <i>Vysokoškolské studium se zajištěním speciálněpedagogických potřeb.</i> Brno : Paido, 2007. 94 s. ISBN 978-80-7315-141-6.
113	WIENER, P., aj. <i>Základy komunikace se zrakově postiženými.</i> 2. vyd. Praha : Vzdělávací institut ochrany dětío.p.s., 2007. 16 s. ISBN 978-80-86991-12-2.
114	KALHOUS, Z.; OBST, O., aj. <i>Školní didaktika.</i> Praha:Portál, 2002. 446 s. ISBN 80-7178-253-X.
115	LEBEER, J., aj. <i>Programy pro rozvoj myšlení dětí s odchylkami vývoje : podpora začleňování znevýhodněných dětí doběžného vzdělávání.</i> Praha : Portál, 2006. 264 s. ISBN 80-7367-103-4.
116	JANOTOVÁ, H., aj. <i>Profesní etika.</i> Praha : Eurolex Bohemia s.r.o., 2005. 96 s. ISBN 80-86861-42-2.
117	ČAPEK, R. <i>Odměny a tresty ve školní praxi.</i> Praha :Grada, 2008. 160 s. ISBN 978-80-247-1718-0.
118	DOSTÁL, J. <i>Učební pomůcky a zásada názornosti.</i>Olomouc : Votobia, 2008. 40 s. ISBN 978-80-7220-310-9.
119	KOMENSKÝ, J. A. <i>Jak se učit : vybrané myšlenky o vzdělání a výchově.</i> Praha : Mladá fronta, 2004. 124 s. : obr.ISBN 80-204-1123-2.
120	FINKOVÁ, D., aj. <i>Speciální pedagogika osob se zrakovým postižením.</i> Olomouc : UP Olomouc, 2007. 158 s. ISBN 978-80-244-1857-5.
121	KOMENSKÝ, J. A. <i>Vybrané spisy Jana Amose Komenského. Sv.1.</i> Praha : SPN, 1958. 450 s.
122	BARTOŇOVÁ, M. (ed.) <i>Specifické poruchy učení v kontextu vzdělávacích oblastí RVP ZV = Specific learning difficulties in context of educational fields of RVP ZP.</i> Brno : Paido, 2007.290 s. : il. ISBN 978-80-7315-162-1.
123	CULLEY, S.; BOND, T. <i>Integrativní přístup v poradenství a psychoterapii</i>. Praha : Portál, s. r. o., 2008. 224 s. ISBN 978-80-7367-452-6.
124	HOGENOVÁ, A. <i>Jak pečujeme o svou duši</i>. Praha : Univerzita Karlova v Praze - Pedagogická fakulta, 2008. 258 s. ISBN 978-80-7290-349-8.
125	GRECMANOVÁ, H. <i>Klima školy</i>. Olomouc : Hanex, 2008.209 s. ISBN 978-80-7409-010-3.
126	VALIŠOVÁ, A.; KASÍKOVÁ, H., aj. <i>Pedagogika pro učitele</i>. Praha : Grada, 2007. 404 s. ISBN 978-80-247-1734-0.
127	VACEK, P. <i>Rozvoj morálního vědomí žáků : metodické náměty k realizaci průřezových témat</i>. Praha : Portál, 2008. 128s. ISBN 978-80-7367-386-4.
128	EYRE, L. <i>Jak naučit děti hodnotám</i>. Praha : Portál,2000. 160 s. ISBN 80-7178-360-9.
129	PRÁŠILOVÁ, M. <i>Vybrané kapitoly ze školského managementu pro pedagogické pracovníky</i>. Olomouc : Univerzita Palackého v Olomouci, 2006. 212 s. ISBN 80-244-1415-5.
130	SVOBODA, I. <i>Základy trestního práva pro pedagogy</i>.Olomouc : Univerzita Palackého v Olomouci, 2007. 81 s. ISBN 978-80-244-1735-6.
131	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2009, roč. 19, č. 1-4, s. 1-360. ISSN 1211-2720.
132	FÖRSTER, J. <i>Přehled dějin reflexe psychologie osobnosti v našich zemích</i>. Praha : Academia, 2008. 244 s. ISBN 978-80-200-1543-3.
133	ČERNÁ, M. a kol. <i>Česká psychopedie : speciální pedagogika osob s mentálním postižením.</i> Praha : Karolinum,2008. 222 s. ISBN 978-80-246-1565-3.
134	MICHALÍK, J. <i>Poradenství uživatelům sociálních služeb.</i> 1. vyd. Olomouc : Výzkumné centrum integrace zdravotně postižených - sekce vzdělávání, 2008. 142 s. ISBN 978-80-903658-2-7.
135	DUŠKOVÁ, L. <i>Mluvnice současné angličtiny na pozadí češtiny.</i> Praha : Academia, 2006. 673 s. ISBN 80-200-1413-6.
136	HÁJKOVÁ, V. <i>Podpora speciálních vzdělávacích potřeb žáků se zdravotním znevýhodněním.</i> Praha : Univerzita Karlova v Praze. Pedagogická fakulta, 2008. 137 s. ISBN 978-80-7290-344-3.
137	BARTOŇOVÁ, M.; VÍTKOVÁ, M. <i>Strategie ve vzdělávání dětí a žáků se speciálními vzdělávacími potřebami : texty k distančnímu vzdělávání.</i> 2., přepr. a rozš. vyd. Brno : Paido, 2007. 247 s.: il. ISBN 978-80-7315-158-4.
138	RICHTEREK, O. <i>Úvod do studia ruské literatury.</i>Hradec Králové : Gaudeamus, 2001. 122 s. ISBN 80-7041-640-8.
139	DAVID, R. <i>Politologie : základy společenských věd.</i>Olomouc : Nakladatelství Olomouc, 2005. 458 s. : il. ISBN 80-7182-162-4.
140	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2010, roč. 20, č. 1-4, s. 1-348. ISSN 1211-2720.
141	LANDGREBE, L. <i>Filosofie přítomnosti : Německá filosofie 20. století.</i> Vydání 1. Praha : Československá akademie věd,1968. 164 s.
142	KUNEŠ, D. <i>Sebepoznání.</i> Vyd. 1. Praha : Portál, 2009.152 s. ISBN 978-80-7367-541-7.
143	BALCAR, M. <i>Ruská gramatika v kostce.</i> Vyd. 1. Praha :Vysoká škola ekonomická v Praze, 1995. 79 s. ISBN 80-7079-138-1.
144	SARTORI, G. <i>Strany a stranické systémy : schéma pro analýzu.</i> Vyd. 1. Brno : Centrum pro studium demokracie a kultury, 2005. 466 s. : tab., schémata. ISBN 80-7325-062-4.
145	HONZÍK, J. <i>Ruská klasická literatura.</i> Vyd. 1. Praha: Svoboda, 1977. 629 s.
146	JEHLIČKA, M., aj. <i>Ruská literatura 19. století : (od konce 18. století do začátku 20. století).</i> 2., přeprac. vyd.Praha : Karolinum, 1993. 209 s. ISBN 80-7066-796-6.
147	KOPECKIJ, L. V. <i>Morfologija sovremen nogo russkogo literaturnogo jazyka.</i> 2. vyd. Praha : SPN, 1976. 313 s.
148	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2011, roč. 21, č. 1-4, s. 1-332. ISSN 1211-2720.
149	MUKAŘOVSKÝ, J. <i>Studie z poetiky.</i> 1. vyd. tohoto souboru. Praha : Odeon, 1982. 906 s.
150	ŘÍCHOVÁ, B. <i>Úvod do současné politologie : srovnávací analýza demokratických politických systémů.</i> 1. vyd. Praha :Portál, 2002. 208 s. ISBN 80-7178-628-4.
151	PEŠKOVÁ, J.; PRŮKA, M.; VAŇKOVÁ, I. <i>Hledání souřadnic společného světa : Filosofie pro každý den.</i> 1. vyd.Praha&#160;: Eurolex Bohemia, 2004. 521 s. ISBN 80-86432-91-2.
152	ČESAL, B.; VYČICHLOVÁ, E. <i>Cvičení z ruské syntaxe I. Věta jednoduchá.</i> 3. vyd. Plzeň : Západočeská univerzita v Plzni, 2010. 156 s. ISBN 978-80-7043-906-7.
153	ČESAL, B.; VYČICHLOVÁ, E. <i>Cvičení z ruské syntaxe II.Souvětí.</i> 2. vyd. Plzeň : Západočeská univerzita v Plzni, 2008.103 s. ISBN 978-80-7043-643-1.
154	KRÁMSKÝ, D. <i>O povaze humanitních věd : k etickým a metodologickým východiskům humanitně vědního poznávání.</i> Liberec: Bor, 2008. 172 s. ISBN 978-80-86807-75-1.
155	JANÍKOVÁ, M. a kol. <i>Základy školní pedagogiky.</i> Brno: Paido : Masarykova univerzita, 2009. 119 s. ISBN 978-80-7315-183-6 (Paido : brož.), 978-80-210-4879-9 (Masarykova univerzita : brož.).
156	ČÁBALOVÁ, D. <i>Pedagogika.</i> Praha : Grada, 2011. 272 s.ISBN 978-80-247-2993-0.
157	CRUSE, D. A. <i>Lexical semantics.</i> Cambridge :Cambridge University Press, 1986. 310 s. ISBN 0-521-27643-8.
158	BENÍČKOVÁ, M. <i>Muzikoterapie a specifické poruchyučení.</i> Praha : Grada, 2011. 155 s. : obr., noty. ISBN 978-80-247-3520-7 (brož.)
159	HÁJKOVÁ, V.; STRNADOVÁ, I. <i>Inkluzivní vzdělávání : [teorie a praxe].</i> Praha : Grada, 2010. 217 s. ISBN 978-80-247-3070-7.
160	SMOLKA, J. <i>Dějiny hudby.</i> Brno : Togga, 2001. 657 s.ISBN 80-902912-0-1.
161	<i>Speciální pedagogika : časopis pro teorii a praxi speciální pedagogiky.</i> 2012, roč. 22, č. 1-4, s. 1-376. ISSN 1211-2720.
162	ŠTĚRBOVÁ, D., aj. <i>Hluchoslepota : lidé s ní a kolem ní.</i> Olomouc : Univerzita Palackého v Olomouci, 2006. 103 s.ISBN 80-244-1433-3.
163	KVĚTOŇOVÁ-ŠVECOVÁ, L.; ŠUMNÍKOVÁ, P.<i>Speciálně pedagogická podpora osob se zrakovým postižením se zvláštním zřetelem na rozvoj čichového vnímání.</i> Praha :Univerzita Karlova v Praze, Pedagogická fakulta, 2010. 133 s. ISBN 978-80-7290-484-6.
164	NIELSEN, L. <i>Učení zrakově postižených dětí v raném věku.</i> Praha : Institut sociálních vztahů, 1998. 119 s. ISBN 80-85866-26-9.
165	DUŠKOVÁ, L. <i>Syntax současné angličtiny : sbírka textů apříkladů k syntaktickému rozboru.</i> 2. vyd., dotisky 2004, 2007,2009, 2010. Praha : Karolinum, 2002. 103 s. ISBN 80-246-0404-3.
